amount,sender_balance_before,transaction_type,device_type,region,is_fraud,hour_sin,hour_cos,day_sin,day_cos,month_2026_sin,month_2026_cos,drain_rate,account_emptied
52.6,11988.8,paybill,feature,Nairobi,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.4387428266381957,0
763.07,8882.17,till,feature,Eldoret,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,8.591031245742876,0
15.33,77972.34,till,feature,Mombasa,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0.019660818182447776,0
912.82,4652.17,peer,smartphone,Eldoret,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,19.621380989946626,0
2258.05,10357.86,till,smartphone,Nakuru,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,21.800352582483253,0
267.5,41957.19,till,smartphone,Mombasa,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.6375546122130676,0
980.32,8623.49,paybill,feature,Mombasa,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,11.368019212638968,0
1755.11,42693.67,peer,smartphone,Nakuru,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,4.110937288829937,0
1360.28,29433.61,paybill,smartphone,Nairobi,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,4.621519412671432,0
897.85,62621.63,till,smartphone,Eldoret,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,1.4337697693273077,0
2.28,12085.21,peer,feature,Nairobi,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.018866035426773717,0
3455.82,78096.27,till,feature,Mombasa,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,4.425076895477851,0
9100.84,9198.74,till,smartphone,Eldoret,1,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,98.93572380565165,0
1214.23,3633.65,paybill,feature,Eldoret,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,33.416261885432,0
1355.62,56616.22,peer,smartphone,Nakuru,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,2.394402169554944,0
806.89,10201.84,paybill,feature,Mombasa,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,7.909259506128306,0
806.55,12206.26,paybill,feature,Nairobi,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,6.60767507819758,0
1671.91,38828.95,till,smartphone,Mombasa,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,4.30583366276966,0
287.08,69678.6,till,smartphone,Nakuru,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.41200598175049435,0
795.45,39846.27,paybill,feature,Nairobi,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,1.9962972694809327,0
2074.02,47277.5,paybill,smartphone,Kisumu,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,4.386907091110993,0
149.49,27198.96,paybill,feature,Kisumu,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0.5496166029877614,0
1076.92,15913.65,till,smartphone,Eldoret,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,6.767272121731972,0
2051.32,75578.8,peer,smartphone,Mombasa,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,2.7141473534906613,0
284.01,4318.97,paybill,feature,Nakuru,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,6.575873414263123,0
1202.23,230.11,till,smartphone,Mombasa,1,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,522.4588240406762,1
136.25,34269.01,peer,smartphone,Eldoret,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0.39758954227157417,0
265.02,78508.97,peer,smartphone,Eldoret,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0.3375665226533987,0
1167.18,30035.1,peer,smartphone,Eldoret,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,3.8860533176183867,0
68.26,12887.9,peer,smartphone,Kisumu,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.5296440847616758,0
1118.94,68890.72,peer,feature,Kisumu,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,1.6242245689985533,0
1144.08,35129.67,peer,feature,Mombasa,0,-0.2588190451025208,-0.9659258262890683,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,3.2567342647966804,0
340.44,55562.26,paybill,feature,Nairobi,0,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.6127180571848588,0
535.53,78645.94,paybill,smartphone,Nakuru,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0.6809378843968296,0
2572.69,6221.92,till,feature,Nakuru,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,41.34881194229434,0
1806.18,56139.97,till,feature,Eldoret,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,3.217279952233676,0
4.39,64369.6,paybill,feature,Mombasa,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,0.006819989560289328,0
1042.5,58502.08,till,smartphone,Nakuru,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,1.781987922480705,0
396.32,76200.26,till,smartphone,Mombasa,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.5201032122462574,0
762.58,68850.3,till,smartphone,Eldoret,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,1.1075913975683476,0
2368.11,64972.66,peer,feature,Nakuru,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,3.6447792040529046,0
1727.96,79505.45,paybill,feature,Nairobi,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,2.1733855980942187,0
5897.51,2526.66,peer,feature,Nakuru,1,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,233.41130187678596,1
267.1,1166.05,till,smartphone,Kisumu,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,22.906393379357663,0
2414.3,52846.98,paybill,feature,Eldoret,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,4.5684729761284375,0
5317.73,15144.15,peer,feature,Kisumu,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,35.11408695767012,0
2382.22,63904.04,peer,smartphone,Kisumu,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,3.727808132318394,0
441.72,38295.52,peer,smartphone,Kisumu,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1.1534508475142786,0
1641.6,43935.43,paybill,feature,Mombasa,0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,3.736392246530875,0
1430.26,32198.14,peer,smartphone,Mombasa,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,4.442057833154338,0
1367.85,37750.94,till,feature,Kisumu,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,3.62335348470793,0
1450.05,8873.76,paybill,feature,Eldoret,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,16.340874668686105,0
905.0,8092.53,peer,feature,Kisumu,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,11.183152858253228,0
427.3,48766.31,paybill,feature,Nakuru,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.8762196688656576,0
538.79,46302.5,peer,feature,Nakuru,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,1.1636304735165488,0
863.22,48305.06,peer,feature,Eldoret,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,1.7870177575599742,0
4669.32,69349.76,peer,feature,Mombasa,0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,6.733000950544025,0
214.06,62846.94,peer,feature,Kisumu,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0.3406052864308111,0
2803.85,46709.48,till,smartphone,Kisumu,0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,6.0027429121454565,0
3141.29,2561.1,peer,feature,Mombasa,1,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,122.65393776111829,1
11.4,70762.49,paybill,smartphone,Eldoret,0,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,0.01611023015159585,0
379.34,37151.06,paybill,smartphone,Nakuru,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,1.0210744996239676,0
617.88,40068.17,paybill,feature,Nakuru,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1.542071923923653,0
2497.45,26471.23,peer,feature,Nairobi,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,9.434582374902865,0
615.93,3937.96,till,feature,Mombasa,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,15.640839419394812,0
1287.03,66439.87,till,smartphone,Nairobi,0,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,1.937135036537549,0
1306.04,8321.47,paybill,feature,Eldoret,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,15.694823150236678,0
1453.59,49101.34,peer,feature,Kisumu,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,2.960387639115348,0
3086.93,66770.59,paybill,smartphone,Mombasa,0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,4.623188143163031,0
358.51,76197.74,paybill,smartphone,Eldoret,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.4704995187521309,0
10.39,67850.49,paybill,feature,Kisumu,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.015313080273996547,0
3075.27,58801.27,till,feature,Eldoret,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,5.229938060861611,0
570.19,65236.74,till,smartphone,Nakuru,0,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.8740320255120047,0
457.34,8124.81,paybill,feature,Nakuru,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,5.628931630401203,0
989.04,28054.86,peer,feature,Mombasa,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,3.5253784905716867,0
2837.91,18038.81,till,feature,Kisumu,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,15.732246195841077,0
64.25,10276.96,paybill,feature,Eldoret,0,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.625184879575283,0
1479.15,61090.84,peer,smartphone,Kisumu,0,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,2.4212304168677337,0
1363.93,64423.84,till,feature,Kisumu,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,2.117119997814474,0
1501.73,28761.37,peer,smartphone,Kisumu,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,5.221343767699523,0
218.36,51787.23,till,smartphone,Eldoret,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0.4216483484442014,0
1383.37,17663.48,peer,smartphone,Kisumu,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,7.831808907418017,0
156.75,43618.85,till,smartphone,Nakuru,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0.3593629818301033,0
1721.05,73883.93,paybill,feature,Nakuru,1,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,2.329396933812265,0
120.62,25854.57,paybill,feature,Nakuru,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.4665326091286763,0
5256.7,71613.12,peer,feature,Kisumu,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,7.340414717303198,0
1050.68,41613.37,paybill,feature,Mombasa,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,2.5248616009710343,0
578.89,60784.67,peer,feature,Kisumu,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.9523618372856183,0
4015.73,23601.58,till,feature,Nairobi,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,17.01466596727846,0
3199.89,49244.23,peer,smartphone,Eldoret,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,6.497999867192562,0
1232.36,20174.3,till,feature,Nakuru,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,6.108563865908606,0
354.49,50856.8,peer,smartphone,Nakuru,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0.6970355979927954,0
911.56,51886.4,peer,smartphone,Kisumu,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,1.7568380153566252,0
2125.44,22325.39,paybill,smartphone,Nakuru,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,9.520281616580943,0
521.93,67626.31,paybill,smartphone,Nairobi,0,-0.25881904510252157,0.9659258262890681,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,0.7717854190181306,0
327.45,1031.93,paybill,feature,Nakuru,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,31.73180351380423,0
242.96,74431.15,paybill,smartphone,Mombasa,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.3264224723116599,0
247.39,32751.65,till,feature,Kisumu,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.7553512571122369,0
404.16,60705.29,till,smartphone,Kisumu,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.6657739383174021,0
435.46,5214.33,paybill,feature,Eldoret,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,8.351216743090676,0
1997.12,45415.47,paybill,feature,Kisumu,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,4.3974443069729325,0
203.62,65424.88,paybill,feature,Kisumu,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0.3112271661789827,0
431.33,10375.33,paybill,feature,Nairobi,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,4.1572653592705,0
1322.51,34891.8,till,feature,Eldoret,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,3.7903174958013057,0
2384.38,75653.66,peer,feature,Nairobi,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,3.1517047555927893,0
1316.36,39030.45,peer,feature,Nairobi,0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,3.372648790879941,0
703.91,50987.24,peer,feature,Mombasa,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1.3805610972470759,0
602.19,53664.79,paybill,feature,Nakuru,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,1.122132407487293,0
4048.25,66510.97,till,smartphone,Eldoret,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,6.086589926443713,0
465.0,19323.32,till,smartphone,Kisumu,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,2.4064187727574766,0
3519.38,42901.74,paybill,smartphone,Nairobi,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,8.20335026038571,0
4450.77,47112.42,peer,feature,Nakuru,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,9.447126681244566,0
3001.54,20176.01,peer,feature,Nairobi,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,14.876776924674404,0
418.22,5730.8,till,feature,Nakuru,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,7.297759475116912,0
3377.42,64802.27,paybill,feature,Nairobi,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,5.2118853243875565,0
536.85,47845.27,paybill,feature,Nakuru,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,1.1220544893988478,0
740.67,32983.91,peer,smartphone,Nakuru,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,2.2455494209146214,0
2935.76,27014.13,till,feature,Kisumu,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,10.867497861304436,0
2519.8,74850.69,peer,smartphone,Mombasa,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,3.366435232594382,0
5166.33,2497.65,till,feature,Mombasa,1,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,206.84763677857183,1
1379.79,14961.53,peer,smartphone,Nairobi,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,9.222252002301904,0
870.72,39082.6,till,smartphone,Kisumu,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,2.227896813415689,0
2230.79,65762.89,paybill,smartphone,Eldoret,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,3.392171481514879,0
1500.24,17855.39,paybill,feature,Eldoret,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,8.402168756885175,0
2104.41,75020.33,peer,smartphone,Nairobi,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,2.8051196255734943,0
294.93,67527.46,till,feature,Nairobi,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0.4367556546625624,0
926.58,29375.4,till,feature,Mombasa,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,3.1542719418288776,0
1613.48,71321.78,till,feature,Nakuru,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,2.2622542510857135,0
1208.81,14682.19,peer,feature,Nairobi,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,8.233172299227839,0
5467.68,32380.3,paybill,smartphone,Kisumu,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,16.88582255260143,0
25.29,29157.56,peer,smartphone,Eldoret,0,0.0,1.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.08673565277753008,0
1325.11,65077.12,peer,smartphone,Nakuru,0,0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,2.0362148785932748,0
70.75,867.17,paybill,feature,Eldoret,0,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,8.158723203062838,0
3313.03,63031.79,till,smartphone,Nakuru,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,5.256125520154196,0
1188.2,32725.31,peer,feature,Nairobi,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,3.630828859986353,0
1219.5,48229.53,till,smartphone,Mombasa,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,2.5285338671141933,0
615.61,79772.74,paybill,smartphone,Nairobi,0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.7717047201838623,0
2362.15,61978.41,paybill,feature,Eldoret,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,3.8112465292349387,0
1001.24,69698.69,paybill,smartphone,Nakuru,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,1.4365262819143374,0
581.71,79283.59,peer,smartphone,Nairobi,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0.733707946373266,0
717.64,63638.93,till,feature,Kisumu,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1.1276745224974711,0
